timestamp,date,region,magnitude,place,detail_url
2024-01-08T19:51:27.320000Z,2024-01-08,Alaska,2.5,"12 km NNE of Houston, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024djx00j
2024-01-08T23:12:46.301000Z,2024-01-08,Alaska,2.9,"97 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvfm
2024-01-08T23:12:57.255000Z,2024-01-08,Alaska,3.6,"112 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvfh
2024-01-08T23:16:03.418000Z,2024-01-08,Alaska,3.0,"104 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvfi
2024-01-09T06:55:36.805000Z,2024-01-09,Alaska,3.9,"54 km SW of Hughes, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024ezql9j
2024-01-09T15:05:15.352000Z,2024-01-09,Alaska,2.9,"5 km WNW of Petersville, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024f4sqa5
2024-01-09T18:37:55.311000Z,2024-01-09,California,2.5,"14 km NNW of Sutcliffe, Nevada",https://earthquake.usgs.gov/earthquakes/eventpage/nn00871497
2024-01-10T00:06:35.882000Z,2024-01-10,California,3.1,"31 km SSW of Mina, Nevada",https://earthquake.usgs.gov/earthquakes/eventpage/nn00871538
2024-01-10T01:02:53.076000Z,2024-01-10,Alaska,2.8,"6 km E of Salamatof, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024gjzg19
2024-01-10T03:33:50.110000Z,2024-01-10,California,2.78,"15 km SSW of Walker, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73987281
2024-01-10T11:04:01.899000Z,2024-01-10,Alaska,4.1,"76 km SSE of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000m2w3
2024-01-10T12:13:02.094000Z,2024-01-10,Alaska,3.2,"159 km ESE of Chignik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024gqlgxh
2024-01-10T14:10:32.715000Z,2024-01-10,Alaska,2.8,"70 km SE of Cantwell, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024grrr4j
2024-01-10T20:29:10.939000Z,2024-01-10,Alaska,2.9,"72 km E of King Salmon, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024gvgdlu
2024-01-10T21:01:44.379000Z,2024-01-10,Alaska,2.7,"48 km ENE of Susitna North, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024gvvvpq
2024-01-11T00:46:52.860000Z,2024-01-11,California,2.92,"13 km N of Point Sur, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73987616
2024-01-11T08:10:24.606000Z,2024-01-11,Alaska,3.0,"104 km ESE of Akutan, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwh0
2024-01-11T10:40:44.922000Z,2024-01-11,Alaska,2.5,"4 km NW of Big Lake, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024id3tit
2024-01-11T18:25:40.241000Z,2024-01-11,Alaska,3.7,"32 km W of Susitna, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024ihs2a8
2024-01-11T20:32:04.821000Z,2024-01-11,Alaska,3.3,"119 km S of Akhiok, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024ij0e9z
2024-01-12T07:14:03.404000Z,2024-01-12,Alaska,2.8,"89 km S of Unalaska, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwyl
2024-01-12T07:44:17.377000Z,2024-01-12,Alaska,3.3,"154 km S of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwym
2024-01-12T07:46:21.171000Z,2024-01-12,Alaska,5.9,"69 km WNW of Port Alexander, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024jyw3sk
2024-01-12T08:40:00.206000Z,2024-01-12,Alaska,2.9,"153 km S of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwyn
2024-01-12T16:02:35.807000Z,2024-01-12,Alaska,2.7,"85 km E of King Salmon, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024k3zls6
2024-01-12T16:24:46.170000Z,2024-01-12,California,2.96,"11 km S of Tres Pinos, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73988266
2024-01-12T17:58:15.677000Z,2024-01-12,Alaska,2.6,"91 km SW of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxd5
2024-01-12T18:12:14.526000Z,2024-01-12,Alaska,2.8,"98 km E of Chignik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024k58khk
2024-01-12T19:27:26.158000Z,2024-01-12,Alaska,2.8,"44 km E of Denali National Park, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024k5x8rr
2024-01-12T22:11:52.600000Z,2024-01-12,Alaska,2.6,"7 km NNE of Healy, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024k7m66d
2024-01-13T00:05:24.857000Z,2024-01-13,Alaska,3.1,"94 km SW of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000m3fb
2024-01-13T05:18:33.774000Z,2024-01-13,Alaska,2.6,"10 km ESE of Ninilchik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024ll2lwi
2024-01-13T06:07:28.333000Z,2024-01-13,Alaska,2.8,"60 km WNW of Port Alexander, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024lllo6g
2024-01-13T10:42:30.577000Z,2024-01-13,Alaska,3.0,"141 km ESE of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx31
2024-01-13T21:32:58.951000Z,2024-01-13,Alaska,2.7,"64 km NE of Chalkyitsik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024luoll3
2024-01-13T22:14:55.226000Z,2024-01-13,Alaska,3.8,"141 km ESE of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4q8
2024-01-13T23:07:23.195000Z,2024-01-13,Alaska,2.6,"22 km ESE of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxbu
2024-01-13T23:14:18.163000Z,2024-01-13,Alaska,3.9,"135 km ESE of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000m4q9
2024-01-14T00:35:36.586000Z,2024-01-14,Alaska,2.5,"61 km NE of Chase, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024n5qfug
2024-01-14T07:12:38.929000Z,2024-01-14,Alaska,2.7,"47 km SSW of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxfb
2024-01-14T14:42:21.040000Z,2024-01-14,Alaska,2.7,"69 km E of Chignik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024ne3z24
2024-01-14T15:13:45.241000Z,2024-01-14,Alaska,2.5,"115 km WSW of Akhiok, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024nej8xe
2024-01-14T16:40:23.305000Z,2024-01-14,Alaska,2.9,"115 km NW of Yakutat, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024nfaf06
2024-01-14T17:02:22.840000Z,2024-01-14,California,2.71,"15 km SSE of Anza, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40459743
2024-01-14T17:12:45.523000Z,2024-01-14,Alaska,2.9,"164 km S of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxkl
2024-01-14T21:17:35.278000Z,2024-01-14,Alaska,3.4,"55 km NNW of Petersville, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024ni4ohz
2024-01-14T22:20:20.514000Z,2024-01-14,Alaska,2.6,"156 km S of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxkq
2024-01-14T22:41:50.890000Z,2024-01-14,Alaska,2.7,"158 km S of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxkj
2024-01-15T00:07:32.921000Z,2024-01-15,Alaska,2.5,"61 km ENE of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxxq
2024-01-15T00:18:52.551000Z,2024-01-15,Alaska,3.8,"62 km WNW of Skwentna, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024ot66ar
2024-01-15T01:09:17.215000Z,2024-01-15,Alaska,2.7,"37 km WSW of Skwentna, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024otplqh
2024-01-15T01:21:42.253000Z,2024-01-15,Alaska,2.6,"51 km W of Happy Valley, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024ots894
2024-01-15T01:23:02.576000Z,2024-01-15,Alaska,2.5,"108 km E of Chignik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024otskoh
2024-01-15T02:46:47.591000Z,2024-01-15,Alaska,2.9,"42 km NW of Beluga, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024ouj174
2024-01-15T05:03:16.522000Z,2024-01-15,Alaska,3.3,"63 km SE of Denali National Park, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024ow21rv
2024-01-15T05:37:21.354000Z,2024-01-15,Alaska,2.6,"22 km SW of Trapper Creek, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024ow9cjj
2024-01-15T08:16:16.585000Z,2024-01-15,Alaska,4.6,"59 km SSE of Chignik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024oxx4xg
2024-01-15T10:44:10.130000Z,2024-01-15,California,4.43,"40 km S of San Clemente Is. (SE tip), CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40460015
2024-01-15T14:56:48.780000Z,2024-01-15,Alaska,2.7,"133 km S of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxsr
2024-01-15T15:27:02.107000Z,2024-01-15,Alaska,2.9,"143 km SE of Akutan, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxss
2024-01-15T15:38:56.440000Z,2024-01-15,Alaska,2.7,"117 km S of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxst
2024-01-15T16:17:28.732000Z,2024-01-15,Alaska,2.8,"114 km ESE of Akutan, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxsu
2024-01-15T16:18:57.263000Z,2024-01-15,Alaska,2.6,"74 km N of Kiana, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024p2p4e6
2024-01-15T18:25:14.421000Z,2024-01-15,Alaska,2.9,"10 km WNW of Dutch Harbor, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxsv
2024-01-15T20:11:38.124000Z,2024-01-15,California,2.8,"32 km SSW of Mina, Nevada",https://earthquake.usgs.gov/earthquakes/eventpage/nn00871734
2024-01-15T22:57:10.640000Z,2024-01-15,Alaska,3.2,"85 km ESE of Akutan, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxsy
2024-01-15T23:17:58.103000Z,2024-01-15,Alaska,3.0,"64 km NE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024p6uxz6
2024-01-16T00:02:36.220000Z,2024-01-16,Alaska,2.8,"114 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lynq
2024-01-16T00:28:17.646000Z,2024-01-16,Alaska,2.5,"65 km WNW of Skwentna, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qgrlay
2024-01-16T01:23:25.793000Z,2024-01-16,Alaska,2.6,"100 km NNW of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lyns
2024-01-16T04:53:09.647000Z,2024-01-16,Alaska,4.5,"65 km NE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qjanyi
2024-01-16T05:06:19.097000Z,2024-01-16,Alaska,2.8,"65 km NE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qjm1p1
2024-01-16T05:33:36.068000Z,2024-01-16,Alaska,2.7,"66 km NE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qjrvc6
2024-01-16T05:48:15.291000Z,2024-01-16,Alaska,3.2,"66 km NE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qjv1h5
2024-01-16T05:56:11.594000Z,2024-01-16,Alaska,3.2,"65 km ENE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qjwqx3
2024-01-16T06:12:42.022000Z,2024-01-16,Alaska,2.5,"67 km NE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qk8td6
2024-01-16T07:34:32.566000Z,2024-01-16,Alaska,3.1,"69 km ENE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qkyxzs
2024-01-16T08:28:20.504000Z,2024-01-16,Alaska,3.7,"62 km NE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qlj9j8
2024-01-16T08:37:01.081000Z,2024-01-16,Alaska,2.5,"67 km NE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qlkybg
2024-01-16T10:18:16.938000Z,2024-01-16,Alaska,2.8,"199 km SSW of Inuvik, Canada",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qmns59
2024-01-16T10:19:31.636000Z,2024-01-16,Alaska,2.6,"156 km S of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lyp9
2024-01-16T15:13:48.519000Z,2024-01-16,Alaska,2.7,"35 km W of Karluk, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qplxym
2024-01-16T15:44:08.283000Z,2024-01-16,Alaska,2.5,"119 km SSW of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lz1p
2024-01-16T17:11:57.998000Z,2024-01-16,Alaska,3.6,"89 km SE of Unalaska, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt8p
2024-01-16T18:38:37.770000Z,2024-01-16,California,3.29,"5 km ESE of Interlaken, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73990216
2024-01-16T19:40:38.717000Z,2024-01-16,Alaska,2.8,"224 km SE of Chiniak, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lz1t
2024-01-16T21:01:45.745000Z,2024-01-16,Alaska,2.5,"65 km NE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024qt3yum
2024-01-17T00:25:09.271000Z,2024-01-17,Alaska,2.5,"127 km S of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000ly8t
2024-01-17T00:43:28.996000Z,2024-01-17,Alaska,2.5,"41 km W of Karluk, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024s4e6cg
2024-01-17T02:13:41.670000Z,2024-01-17,California,2.75,"10 km W of Hayfork, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73990421
2024-01-17T05:34:28.542000Z,2024-01-17,Alaska,2.5,"51 km S of Diomede, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024s7bev5
2024-01-17T09:08:18.281000Z,2024-01-17,Alaska,3.6,"62 km WNW of Port Alexander, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024s9jjvp
2024-01-17T09:16:23.180000Z,2024-01-17,California,2.62,"32 km WSW of Hayfork, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73990541
2024-01-17T09:18:55.640000Z,2024-01-17,California,2.57,"15 km SSE of Alberto Oviedo Mota, B.C., MX",https://earthquake.usgs.gov/earthquakes/eventpage/ci40461375
2024-01-17T10:18:32.976000Z,2024-01-17,Alaska,3.2,"54 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000ly8w
2024-01-17T10:55:09.229000Z,2024-01-17,Alaska,2.6,"101 km NE of Ouzinkie, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024saf1j5
2024-01-17T14:00:57.236000Z,2024-01-17,Alaska,2.5,"36 km SE of Nelson Lagoon, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lyze
